"bird_id","dam","sire","social_male","social_male_dummy"
"L969913","X552301","X552302","X552302","X552302"
"L969917","X551570","L298635","L298635","L298635"
"L969921","X551570","X552198","L298635","L298635"
"L969914","X551570","L298635","L298635","L298635"
"L969916","X551570","L298635","L298635","L298635"
"L969918","X552301","X552302","X552302","X552302"
"L969915","X552301","X552302","X552302","X552302"
"L969919","X552301","12_C28","X552302","X552302"
"L969911","X551570","L298635","L298635","L298635"
"L969912","X551570","L298635","L298635","L298635"
"L969920","X551570","L298635","L298635","L298635"
"L969926","12_A14F","12_C17",NA,"12_A14M"
"L969925","X552293","X552292","X552292","X552292"
"L969929","X552293","X552292","X552292","X552292"
"L969922","X552293","X552292","X552292","X552292"
"L969930","X552293","X552292","X552292","X552292"
"L969923","X552293","X552292","X552292","X552292"
"L969928","X552293","X552292","X552292","X552292"
"L969924","12_A14F","12_C17",NA,"12_A14M"
"L969927","X552293","X552292","X552292","X552292"
"L969932","X552217","12_C29","X552294","X552294"
"L969940","12_A22F","12_C20",NA,"12_A22M"
"L969936","X552217","X552294","X552294","X552294"
"L969935","12_A22F","12_C20",NA,"12_A22M"
"L969931","12_A22F","12_C20",NA,"12_A22M"
"L969934","12_A22F","12_C20",NA,"12_A22M"
"L969939","X552217","L298635","X552294","X552294"
"L969933","X552217","12_C29","X552294","X552294"
"L969937","X552217","L298635","X552294","X552294"
"L969938","X552217","L298635","X552294","X552294"
"L969944","X552296","X552295","X552295","X552295"
"L969946","X552049","X552084","X552084","X552084"
"L969945","X552296","X552270","X552295","X552295"
"L969943","X552049","12_C12","X552084","X552084"
"L969941","X552296","12_C22","X552295","X552295"
"L969942","X552296","X552295","X552295","X552295"
"L969950","X552049","12_C12","X552084","X552084"
"12_A12R","X552377","12_C13",NA,"12_A39M"
"L969948","X552377","12_C13",NA,"12_A39M"
"L969953","X552049","12_C12","X552084","X552084"
"L969947","X552377","X552289",NA,"12_A39M"
"L969949","X552377","12_C13",NA,"12_A39M"
"L969954","X552049","X552084","X552084","X552084"
"L969951","X552049","12_C12","X552084","X552084"
"L969952","X552049","12_C12","X552084","X552084"
"L969956","X552310","X552311","X552311","X552311"
"L969955","X552310","X552311","X552311","X552311"
"L969957","L002076","L852163","L852163","L852163"
"L969959","L002076","L852163","L852163","L852163"
"L969958","L002076","L852163","L852163","L852163"
"L969960","X552217","X552294","X552294","X552294"
"L969964","X552247","X552198","X552198","X552198"
"L969967","X552247","12_C19","X552198","X552198"
"L969965","X552247","X552198","X552198","X552198"
"L969963","X552217","X552294","X552294","X552294"
"L969966","X552217","L298635","X552294","X552294"
"12_19A","X552217","X552294","X552294","X552294"
"L969962","X552247","L298635","X552198","X552198"
"L969961","X552247","X552198","X552198","X552198"
"L969970","X552153","X552206",NA,"12_A20M"
"L969975","X552297","L969027","L969027","L969027"
"L969977","X552297","L969027","L969027","L969027"
"L969969","X552153","X552206",NA,"12_A20M"
"L969972","X552297","L969027","L969027","L969027"
"L969973","X552297","L969027","L969027","L969027"
"L969971","X552153","X552206",NA,"12_A20M"
"L969976","X552153","X552206",NA,"12_A20M"
"L969974","X552297","L969027","L969027","L969027"
"L969968","X552297","L969027","L969027","L969027"
"12_A22L","X552247","X552198","X552198","X552198"
"12_A22R","12_A22F","12_C20",NA,"12_A22M"
"12_A22B","X552247","X552198","X552198","X552198"
"12_A22LB","12_A22F","12_C20",NA,"12_A22M"
"L970171","X552298","12_C21",NA,"12_A34M"
"L970170","L298504","X552254","X552254","X552254"
"L970172","L298504","X552254","X552254","X552254"
"12_A34LB","L298504","X552254","X552254","X552254"
"12_A34RB","X552298","12_C21",NA,"12_A34M"
"12_A34LR","X552298","12_C21",NA,"12_A34M"
"12_A34N","L298504","X552254","X552254","X552254"
"L969982","X552300","X552299","X552299","X552299"
"L969981","X552300","X552299","X552299","X552299"
"L969979","X552300","X552299","X552299","X552299"
"L969984","X552300","12_C30","X552299","X552299"
"L969978","X552300","X552299","X552299","X552299"
"L969983","X552300","X552299","X552299","X552299"
"L969980","X552300","X552299","X552299","X552299"
"L969985","X552301","X552302","X552302","X552302"
"L969995","X552301","X552302","X552302","X552302"
"L969987","X552293","X552292","X552292","X552292"
"L969988","X552301","X552302","X552302","X552302"
"L969993","X552293","X552292","X552292","X552292"
"L969986","X552293","X552292","X552292","X552292"
"L969992","X552301","X552302","X552302","X552302"
"L969991","X552293","X552292","X552292","X552292"
"L969994","X552301","X552302","X552302","X552302"
"L969990","X552301","X552302","X552302","X552302"
"L969989","X552301","X552302","X552302","X552302"
"L969997","L002275","L298892","L298892","L298892"
"L969996","X552317","X551755","X551755","X551755"
"L970001","L002275","L298892","L298892","L298892"
"L970000","L002275","L298892","L298892","L298892"
"L969998","L002275","L298892","L298892","L298892"
"L970002","X552317","X551755","X551755","X551755"
"L969999","X552317","X551755","X551755","X551755"
"12_A21R","12_A21F","X552200",NA,"12_A21M"
"L970019","X552142","X552303","X552303","X552303"
"L970021","X552308","12_C33",NA,"12_A11M"
"L970014","X552142","X552051","X552303","X552303"
"L970020","X552308","12_C33",NA,"12_A11M"
"L970015","X552142","X552303","X552303","X552303"
"L970017","X552142","12_C32","X552303","X552303"
"L970018","X552142","X551842","X552303","X552303"
"L970016","X552142","X552303","X552303","X552303"
"L970005","X552187","X552306","X552306","X552306"
"L970011","X552297","12_C31","L969027","L969027"
"L970012","X552187","X552306","X552306","X552306"
"L970007","X552187","X552306","X552306","X552306"
"L970009","X552297","L969027","L969027","L969027"
"L970006","X552187","X552306","X552306","X552306"
"L970010","X552187","X552306","X552306","X552306"
"L970008","X552297","L969027","L969027","L969027"
"L970003","X552297","X551755","L969027","L969027"
"L970004","X552187","X552306","X552306","X552306"
"12_A46L","12_A46F","12_C24",NA,"12_A46M"
"12_A46R","L002076","L852163","L852163","L852163"
"12_A46B","12_A46F","12_C24",NA,"12_A46M"
"12_A46LB","12_A46F","12_C24",NA,"12_A46M"
"12_A46RB","12_A46F","12_C24",NA,"12_A46M"
"12_A46LR","12_A46F","12_C24",NA,"12_A46M"
"12_A46A","12_A46F","12_C24",NA,"12_A46M"
"12_A46LT","L002076","L852163","L852163","L852163"
"12_A46RT","12_A46F","12_C24",NA,"12_A46M"
"12_A46BT","12_A46F","X552299",NA,"12_A46M"
"12_A46N","12_A46F","12_C24",NA,"12_A46M"
"L970049","X552316","X551770","X551770","X551770"
"L970046","X552316","X551770","X551770","X551770"
"L970050","L969294","X552184","X552184","X552184"
"L970052","L969294","X552184","X552184","X552184"
"L970051","L969294","L298672","X552184","X552184"
"L970047","X552316","X551770","X551770","X551770"
"L970053","X552316","X551770","X551770","X551770"
"L970048","L969294","X552184","X552184","X552184"
"12_6L","X552309","L969463","L969463","L969463"
"L970043","X552309","L969463","L969463","L969463"
"L970042","X552309","L969463","L969463","L969463"
"L970044","X552211","12_C7",NA,"12_50M"
"L970045","X552309","L969463","L969463","L969463"
"L970041","X552211","12_C7",NA,"12_50M"
"L970039","X552305","12_C35",NA,"12_21M"
"L970035","X552397","L969098",NA,"12_101M"
"L970040","X552305","12_C35",NA,"12_21M"
"L970038","X552397","L969098",NA,"12_101M"
"L970037","X552397","L969098",NA,"12_101M"
"L970034","X552397","L969098",NA,"12_101M"
"L970036","X552305","12_C35",NA,"12_21M"
"L970031","X552304","L298567","L298567","L298567"
"L970026","X552384","12_C34",NA,"12_121M"
"L970033","X552304","L298567","L298567","L298567"
"L970028","X552304","L298567","L298567","L298567"
"L970030","X552304","L298567","L298567","L298567"
"L970027","X552304","L298567","L298567","L298567"
"L970029","X552304","L298567","L298567","L298567"
"L970022","X552304","L298567","L298567","L298567"
"L970025","X552304","L298567","L298567","L298567"
"L970024","X552304","L298567","L298567","L298567"
"L970023","X552304","L298567","L298567","L298567"
"L970032","X552304","L298567","L298567","L298567"
"L970058","X552308","12_C33",NA,"12_A11M"
"L970054","X552308","12_C33",NA,"12_A11M"
"L970057","X552308","12_C33",NA,"12_A11M"
"L970055","X552308","12_C33",NA,"12_A11M"
"L970056","X552308","12_C33",NA,"12_A11M"
"L970063","X552298","12_C21",NA,"12_A34M"
"L970067","X552298","12_C21",NA,"12_A34M"
"L970066","X552298","12_C21",NA,"12_A34M"
"L970059","X552182","X552307","X552307","X552307"
"L970061","X552182","X552307","X552307","X552307"
"L970065","X552182","X552307","X552307","X552307"
"L970060","X552298","12_C21",NA,"12_A34M"
"L970064","X552182","X552307","X552307","X552307"
"L970062","X552182","12_C36","X552307","X552307"
"L970095","X552310","X552311","X552311","X552311"
"12_A1R","X552310","X552311","X552311","X552311"
"L970090","X552310","X552311","X552311","X552311"
"L970092","L002176","X552337","X552337","X552337"
"L970091","X552310","X552311","X552311","X552311"
"L970097","L002176","X552337","X552337","X552337"
"L970096","X552310","X552311","X552311","X552311"
"L970098","X552310","X552311","X552311","X552311"
"L970093","X552310","X552311","X552311","X552311"
"L970094","X552310","X552311","X552311","X552311"
"L970104","L298715","X552270","X552270","X552270"
"L970101","X552315","L852046","L852046","L852046"
"L970103","X552315","L852046","L852046","L852046"
"L970100","X552315","L852046","L852046","L852046"
"L970105","L298715","X552270","X552270","X552270"
"L970099","X552315","L852046","L852046","L852046"
"L970102","L298715","X552270","X552270","X552270"
"L970110","L002275","L298892","L298892","L298892"
"L970107","L002275","L298892","L298892","L298892"
"L970113","L002275","L298892","L298892","L298892"
"L970106","X552153","12_C38",NA,"12_A20M"
"L970111","L002275","L298892","L298892","L298892"
"L970108","X552153","X552206",NA,"12_A20M"
"L970112","X552153","X552206",NA,"12_A20M"
"L970109","X552153","X552206",NA,"12_A20M"
"L970121","L298504","X552254","X552254","X552254"
"L970115","L298504","X552254","X552254","X552254"
"L970117","X552182","X552307","X552307","X552307"
"L970119","L298504","X552254","X552254","X552254"
"L970116","L298504","X552254","X552254","X552254"
"L970122","X552182","X552307","X552307","X552307"
"L970120","L298504","X552254","X552254","X552254"
"L970114","X552182","X552307","X552307","X552307"
"L970118","X552182","X552307","X552307","X552307"
"L970076","L852221","L002095","L002095","L002095"
"L970075","X552313","L298889","L298889","L298889"
"L970080","X552313","L298889","L298889","L298889"
"L970078","X552313","L298889","L298889","L298889"
"L970077","L852221","L002095","L002095","L002095"
"L970079","L852221","L002095","L002095","L002095"
"L970074","L852221","L002095","L002095","L002095"
"L970081","X552313","L298889","L298889","L298889"
"L970083","X552340","L852170","L852170","L852170"
"L970089","X551239","X552312","X552312","X552312"
"L970087","X551239","X552312","X552312","X552312"
"L970084","X552340","L852170","L852170","L852170"
"L970086","X552340","L852170","L852170","L852170"
"L970082","X552340","L852170","L852170","L852170"
"L970088","X551239","X552312","X552312","X552312"
"L970085","X551239","X552312","X552312","X552312"
"L970068","X552314","12_C37","X552321","X552321"
"L970069","X552314","X552321","X552321","X552321"
"L970072","X552320","X552318","X552318","X552318"
"L970071","X552320","X552318","X552318","X552318"
"L970070","X552314","12_C37","X552321","X552321"
"L970073","X552320","X552318","X552318","X552318"
"L970126","X552210","X551416","X551416","X551416"
"L970127","L298715","X552270","X552270","X552270"
"L970124","L298715","X552270","X552270","X552270"
"L970128","L298715","X552270","X552270","X552270"
"L970123","X552210","X551416","X551416","X551416"
"12_10LR","X552210","X551416","X551416","X551416"
"L970130","X552210","X551416","X551416","X551416"
"L970125","L298715","X552270","X552270","X552270"
"L970129","X552210","X551416","X551416","X551416"
"12_14L","12_14F","12_C3",NA,"12_14M"
"12_14R","X552309","L969463","L969463","L969463"
"12_14B","12_14F","12_C3",NA,"12_14M"
"12_14LB","12_14F","12_C3",NA,"12_14M"
"12_14RB","X552309","L969463","L969463","L969463"
"12_14LR","X552309","L969463","L969463","L969463"
"12_14A","12_14F","12_C3",NA,"12_14M"
"12_14LT","12_14F","12_C3",NA,"12_14M"
"12_14RT","12_14F","12_C3",NA,"12_14M"
"12_14BT","12_14F","12_C3",NA,"12_14M"
"12_14N","12_14F","12_C3",NA,"12_14M"
"L970167","X552317","X551755","X551755","X551755"
"L970169","X552187","X552306","X552306","X552306"
"L970162","X552187","X552254","X552306","X552306"
"L970161","X552317","X551755","X551755","X551755"
"L970160","X552317","X551755","X551755","X551755"
"L970165","X552317","X551755","X551755","X551755"
"L970163","X552317","X551755","X551755","X551755"
"L970164","X552187","X552306","X552306","X552306"
"L970168","X552317","X551755","X551755","X551755"
"L970166","X552317","X551755","X551755","X551755"
"L970151","L969294","X552184","X552184","X552184"
"L970158","X552316","X551770","X551770","X551770"
"L970150","L969294","L298672","X552184","X552184"
"L970157","X552316","X551770","X551770","X551770"
"L970153","X552316","X551770","X551770","X551770"
"L970159","L969294","X552184","X552184","X552184"
"L970155","X552316","X551770","X551770","X551770"
"L970156","L969294","X552184","X552184","X552184"
"L970152","X552316","X551770","X551770","X551770"
"L970154","X552316","X551770","X551770","X551770"
"L970146","X552022","X552109","L002219","L002219"
"L970147","X552022","L002219","L002219","L002219"
"L970148","X552339","X551528","X551528","X551528"
"L970149","X552339","12_C9","X551528","X551528"
"L970143","X552022","L002219","L002219","L002219"
"L970145","X552022","L002219","L002219","L002219"
"L970144","X552022","L002219","L002219","L002219"
"L970142","X552339","12_C9","X551528","X551528"
"L970139","X552210","12_C39","X551416","X551416"
"L970137","X552315","L852046","L852046","L852046"
"L970134","X552315","L852046","L852046","L852046"
"L970132","X552315","L852046","L852046","L852046"
"L970136","X552210","12_C39","X551416","X551416"
"L970135","X552210","X551416","X551416","X551416"
"L970138","X552315","L852046","L852046","L852046"
"L970141","X552210","X551416","X551416","X551416"
"L970133","X552315","L852046","L852046","L852046"
"L970140","X552315","L852046","L852046","L852046"
"L970131","X552315","L852046","L852046","L852046"
"L970174","12_A23F","X551842","X551842","X551842"
"L970177","X552304","L298567","L298567","L298567"
"L970173","12_A23F","X551842","X551842","X551842"
"L970175","12_A23F","X551842","X551842","X551842"
"L970178","12_A23F","X551842","X551842","X551842"
"L970176","12_A23F","X551842","X551842","X551842"
"L970179","12_A23F","X551842","X551842","X551842"
"L970185","X552320","X552318","X552318","X552318"
"L970186","12_14F","12_C3",NA,"12_14M"
"L970188","X552320","X552318","X552318","X552318"
"L970189","X552320","X552318","X552318","X552318"
"L970181","12_14F","12_C3",NA,"12_14M"
"L970183","X552320","X552318","X552318","X552318"
"L970184","X552320","12_C40","X552318","X552318"
"L970187","X552320","X552318","X552318","X552318"
"L970182","X552320","12_C40","X552318","X552318"
"L970180","X552320","X552318","X552318","X552318"
"L970205","L002174","X551614","X551614","X551614"
"L970199","L969061","12_C42","X552319","X552319"
"L970200","L002174","X551614","X551614","X551614"
"L970204","L969061","12_C42","X552319","X552319"
"L970202","L969061","12_C42","X552319","X552319"
"L970203","L002174","X551614","X551614","X551614"
"L970201","L002174","X551614","X551614","X551614"
"L970198","L969061","12_C42","X552319","X552319"
"L970213","X552269","L002177","L002177","L002177"
"L970211","X552269","L002177","L002177","L002177"
"L970214","X552269","L002177","L002177","L002177"
"L970209","X552022","L002219","L002219","L002219"
"L970207","X552269","L002177","L002177","L002177"
"L970210","X552269","L002177","L002177","L002177"
"L970206","X552269","L002177","L002177","L002177"
"L970212","X552022","X552109","L002219","L002219"
"L970208","X552022","L002219","L002219","L002219"
"L970219","X552313","L298889","L298889","L298889"
"L970215","X552313","L298889","L298889","L298889"
"L970221","X552313","L298889","L298889","L298889"
"L970217","X552349","L298672","L298672","L298672"
"L970216","X552349","L298672","L298672","L298672"
"L970218","X552349","L298672","L298672","L298672"
"L970222","X552349","L298672","L298672","L298672"
"L970220","X552349","L298672","L298672","L298672"
"L970190","X552204","12_C41",NA,"12_85M"
"L970192","L852194","X551786","X551786","X551786"
"L970191","X552204","12_C41",NA,"12_85M"
"L970197","X552204","12_C41",NA,"12_85M"
"L970196","X552204","12_C41",NA,"12_85M"
"L970193","X552204","12_C41",NA,"12_85M"
"L970194","X552204","12_C41",NA,"12_85M"
"L970195","X552204","12_C41",NA,"12_85M"
"L970237","L298937","L969420","L969420","L969420"
"L970234","L298937","L969420","L969420","L969420"
"L970236","L852186","X552341","X552341","X552341"
"L970232","L852186","X552341","X552341","X552341"
"L970230","L298937","L969420","L969420","L969420"
"L970233","L852186","X552341","X552341","X552341"
"L970235","L298937","L969420","L969420","L969420"
"L970231","L852186","X552341","X552341","X552341"
"L970228","L852194","X551786","X551786","X551786"
"L970224","L852194","12_C43","X551786","X551786"
"L970229","L852194","X551786","X551786","X551786"
"L970227","L852194","X551786","X551786","X551786"
"L970226","L852194","X551786","X551786","X551786"
"L970223","L852194","12_C43","X551786","X551786"
"L970225","12_93F","12_C44",NA,"12_93M"
"12_50L","X552211","12_C7",NA,"12_50M"
"12_50R","X552211","12_C7",NA,"12_50M"
"L970241","X552211","L298567",NA,"12_50M"
"L970238","X552314","12_C37","X552321","X552321"
"L970239","X552314","X552321","X552321","X552321"
"12_50LR","X552211","12_C7",NA,"12_50M"
"L970240","X552314","X552321","X552321","X552321"
"12_50LT","X552211","L298567",NA,"12_50M"
"L970249","X552342","X552343","X552343","X552343"
"L970252","X552338","X552322","X552322","X552322"
"L970243","X552338","X552322","X552322","X552322"
"L970242","X552342","X552343","X552343","X552343"
"L970246","X552342","X552343","X552343","X552343"
"L970251","X552338","X552322","X552322","X552322"
"L970250","X552338","X552322","X552322","X552322"
"L970247","X552342","X552356","X552343","X552343"
"L970244","X552338","X552322","X552322","X552322"
"L970248","X552338","X552322","X552322","X552322"
"L970245","X552338","X552322","X552322","X552322"
"L970253","L002176","X552337","X552337","X552337"
"L970254","L002176","X552337","X552337","X552337"
"L970257","L002176","X552337","X552337","X552337"
"L970258","L002176","X552337","X552337","X552337"
"L970260","12_A46F","12_C24",NA,"12_A46M"
"L970256","L002176","X552337","X552337","X552337"
"L970255","L002176","X552337","X552337","X552337"
"L970259","L002176","X552337","X552337","X552337"
"L970265","X552305","12_C35",NA,"12_21M"
"L970266","L002205","L298555","L298555","L298555"
"L970264","X552305","12_C35",NA,"12_21M"
"L970262","L002205","L298555","L298555","L298555"
"L970267","L002205","L298555","L298555","L298555"
"L970270","X552305","12_C35",NA,"12_21M"
"L970268","X552305","12_C35",NA,"12_21M"
"L970269","L002205","L298555","L298555","L298555"
"L970271","L002205","L298555","L298555","L298555"
"L970261","L002205","L298555","L298555","L298555"
"L970263","L002205","L298555","L298555","L298555"
"L970275","L002174","X551614","X551614","X551614"
"L970278","L002174","X551614","X551614","X551614"
"L970276","X552338","X552322","X552322","X552322"
"L970277","L002174","X551614","X551614","X551614"
"L970272","X552338","X552322","X552322","X552322"
"L970279","X552338","X552345","X552322","X552322"
"L970280","L002174","X551614","X551614","X551614"
"L970274","X552338","X552322","X552322","X552322"
"L970273","L002174","X551614","X551614","X551614"
"X552332","L852221","L002095","L002095","L002095"
"X552335","L852221","L002095","L002095","L002095"
"X552330","L852221","L002095","L002095","L002095"
"X552333","X551239","X552312","X552312","X552312"
"X552329","X551239","X552312","X552312","X552312"
"X552334","X551239","X552312","X552312","X552312"
"X552328","L852221","L002095","L002095","L002095"
"X552331","L852221","L002095","L002095","L002095"
"X552336","L852221","L002095","L002095","L002095"
"L970316","12_A3F","12_C45",NA,"12_A3M"
"L970313","X552339","X551528","X551528","X551528"
"L970314","12_A3F","12_C45",NA,"12_A3M"
"L970312","X552339","X551528","X551528","X551528"
"L970315","12_A3F","12_C45",NA,"12_A3M"
"L970317","X552339","12_C9","X551528","X551528"
"X552325","X552272","X552319",NA,"12_69M"
"X552324","X552272","L002219",NA,"12_69M"
"X552327","X552272","12_C59",NA,"12_69M"
"X552323","X552258","L852206","L852206","L852206"
"X552326","X552272","X552319",NA,"12_69M"
"L970303","X552274","X552132","X552347","X552347"
"L970309","X552274","X552132","X552347","X552347"
"L970310","X552274","X552347","X552347","X552347"
"L970304","X551053","X551012","X551555","X551555"
"L970305","X551053","X551012","X551555","X551555"
"L970307","X551053","X551012","X551555","X551555"
"L970306","X552274","X552347","X552347","X552347"
"L970311","X551053","X551012","X551555","X551555"
"L970308","X551053","X551012","X551555","X551555"
"L970297","12_104F","X552386",NA,"12_104M"
"L970295","L852122","L852126","L852126","L852126"
"L970300","12_104F","X552132",NA,"12_104M"
"L970299","L852122","L852126","L852126","L852126"
"L970302","L852122","L852126","L852126","L852126"
"L970298","L852122","L852126","L852126","L852126"
"L970301","12_104F","X552386",NA,"12_104M"
"L970296","L852122","L852126","L852126","L852126"
"12_125L","X551053","X551012","X551555","X551555"
"L970293","X552120","12_C1",NA,"12_125M"
"L970288","X552120","12_C1",NA,"12_125M"
"L970294","X552120","12_C1",NA,"12_125M"
"L970289","X551053","X551012","X551555","X551555"
"L970291","X551053","X551012","X551555","X551555"
"L970290","X552120","12_C1",NA,"12_125M"
"L970292","X551053","X551012","X551555","X551555"
"12_125N","X552120","12_C1",NA,"12_125M"
"L970285","L002205","L298555","L298555","L298555"
"L970284","P865325","L969194","L969194","L969194"
"L970287","P865325","L969194","L969194","L969194"
"L970282","P865325","L969194","L969194","L969194"
"12_170RB","P865325","L969194","L969194","L969194"
"L970281","L002205","L298555","L298555","L298555"
"L970283","L002205","L298555","L298555","L298555"
"L970286","L002205","X552337","L298555","L298555"
"L970359","X552269","L002177","L002177","L002177"
"L970361","12_A3F","12_C47",NA,"12_A3M"
"L970362","12_A3F","12_C45",NA,"12_A3M"
"L970358","12_A3F","12_C45",NA,"12_A3M"
"L970363","12_A3F","12_C45",NA,"12_A3M"
"L970357","12_A3F","12_C45",NA,"12_A3M"
"L970360","X552269","L002177","L002177","L002177"
"L970354","X552340","L852170","L852170","L852170"
"L970355","X552340","L852170","L852170","L852170"
"L970352","X552349","L298672","L298672","L298672"
"L970353","X552340","L852170","L852170","L852170"
"L970350","X552340","L852170","L852170","L852170"
"L970351","X552349","L298672","L298672","L298672"
"L970356","X552349","L298672","L298672","L298672"
"12_52LT","X552340","L852170","L852170","L852170"
"12_52N","X552349","L298672","L298672","L298672"
"L970347","X552344","L852033","L969173","L969173"
"L970345","X552344","L969173","L969173","L969173"
"L970343","L969095","X552109","X552109","X552109"
"L970349","X552344","L852033","L969173","L969173"
"L970342","L969095","X552109","X552109","X552109"
"L970344","L969095","X552109","X552109","X552109"
"L970348","X552344","L969173","L969173","L969173"
"L970346","X552344","L969173","L969173","L969173"
"L970333","L002248","L002123","L002123","L002123"
"L970327","X552391","X552358",NA,"12_179M"
"L970331","X552391","X552358",NA,"12_179M"
"L970332","L002248","L002123","L002123","L002123"
"L970329","L002248","L002123","L002123","L002123"
"L970328","X552391","12_C46",NA,"12_179M"
"L970330","X552391","X552358",NA,"12_179M"
"L970338","L852186","X552341","X552341","X552341"
"L970337","X551624","X552346","X552346","X552346"
"L970339","X551624","X552346","X552346","X552346"
"L970335","X551624","X552346","X552346","X552346"
"L970336","X551624","X552346","X552346","X552346"
"L970340","L852186","X552341","X552341","X552341"
"L970334","L852186","X552341","X552341","X552341"
"L970341","L852186","X552341","X552341","X552341"
"L970326","X552342","X552356","X552343","X552343"
"L970321","X552342","X552356","X552343","X552343"
"L970318","L969061","X552319","X552319","X552319"
"L970324","X552342","X552343","X552343","X552343"
"L970323","L969061","X552319","X552319","X552319"
"L970319","X552342","X552343","X552343","X552343"
"L970320","L969061","L298567","X552319","X552319"
"L970325","L969061","L298889","X552319","X552319"
"L970322","X552342","X552343","X552343","X552343"
"L970429","X552351","X552132","X552132","X552132"
"L970432","X552351","L298741","X552132","X552132"
"L970430","X552351","12_C52","X552132","X552132"
"L970428","X552348","L298635","L298635","L298635"
"L970433","X552348","L298635","L298635","L298635"
"L970431","X552348","L298635","L298635","L298635"
"L970421","X552258","L852206","L852206","L852206"
"L970423","X552258","L852206","L852206","L852206"
"L970420","X552258","12_C51","L852206","L852206"
"L970422","X552258","L852206","L852206","L852206"
"L970427","X552258","L852206","L852206","L852206"
"L970426","12_112F","L298660",NA,"12_112M"
"L970419","X552258","L852206","L852206","L852206"
"L970424","X552258","L852206","L852206","L852206"
"L970425","X552258","L852206","L852206","L852206"
"L970414","X552120","12_C1",NA,"12_125M"
"L970417","X552120","12_C1",NA,"12_125M"
"L970415","X552274","X552347","X552347","X552347"
"L970418","X552274","X552132","X552347","X552347"
"L970416","X552120","12_C1",NA,"12_125M"
"L970413","X552274","X552347","X552347","X552347"
"L970409","X552150","12_C50",NA,"12_123M"
"12_123R","X552344","L852033","L969173","L969173"
"L970411","X552150","X552343",NA,"12_123M"
"L970410","X552344","L852033","L969173","L969173"
"L970412","X552150","X552343",NA,"12_123M"
"12_123N","X552344","L969173","L969173","L969173"
"L970402","L852176","L852137","L852137","L852137"
"L970405","L852176","L852137","L852137","L852137"
"L970401","L852176","L852137","L852137","L852137"
"L970406","12_155F","12_C49",NA,"12_155M"
"L970408","L852176","L852137","L852137","L852137"
"L970400","L852176","L852137","L852137","L852137"
"L970404","L852176","L852137","L852137","L852137"
"L970407","L852176","L852137","L852137","L852137"
"L970403","L852176","L852137","L852137","L852137"
"L970399","L852176","L852137","L852137","L852137"
"L970398","L002146","12_C48",NA,"12_148M"
"L970393","X552352","L298886","L298886","L298886"
"L970391","X552352","L298886","L298886","L298886"
"L970394","X552352","L298886","L298886","L298886"
"L970392","X552352","L298886","L298886","L298886"
"L970397","X552352","L298886","L298886","L298886"
"L970396","L002146","X552070",NA,"12_148M"
"L970395","L002146","P865490",NA,"12_148M"
"L970390","L298937","L969420","L969420","L969420"
"L970388","L298937","L969420","L969420","L969420"
"L970389","X551624","X552346","X552346","X552346"
"L970386","L298937","L969420","L969420","L969420"
"L970384","X551624","X552346","X552346","X552346"
"L970383","X551624","X552346","X552346","X552346"
"L970387","X551624","X552346","X552346","X552346"
"L970385","X551624","X552346","X552346","X552346"
"L970379","12_127F","L298545","L298545","L298545"
"L970382","L969537","X551131","X551131","X551131"
"L970381","12_127F","X552441","L298545","L298545"
"L970377","12_127F","X552441","L298545","L298545"
"L970376","L969537","X551131","X551131","X551131"
"L970380","L969537","X551131","X551131","X551131"
"L970378","L969537","X551131","X551131","X551131"
"L970374","X552348","L298635","L298635","L298635"
"L970372","X552257","X552345","X552345","X552345"
"L970369","X552257","X552345","X552345","X552345"
"L970368","X552348","L298635","L298635","L298635"
"L970373","X552257","X552345","X552345","X552345"
"L970375","X552257","X552345","X552345","X552345"
"L970370","X552257","X552345","X552345","X552345"
"L970371","X552348","L298635","L298635","L298635"
"L970364","L002223","L298887","L298887","L298887"
"L970365","X551519","L298527","L298527","L298527"
"L970367","X551519","L002029","L298527","L298527"
"L970366","X551519","L298527","L298527","L298527"
"L970472","P865311","L002123","L002123","L002123"
"L970470","L852185","X552350","X552350","X552350"
"L970471","P865311","L002123","L002123","L002123"
"12_98LB","P865311","L002123","L002123","L002123"
"L970473","L852185","X552350","X552350","X552350"
"L970467","L969199","L298741",NA,"12_100M"
"L970468","L969199","12_C54",NA,"12_100M"
"12_100B","L002248","L002123","L002123","L002123"
"12_100A","L002248","X551012","L002123","L002123"
"L970466","L002248","L002123","L002123","L002123"
"L970459","X552351","L298741","X552132","X552132"
"L970465","X552351","X552132","X552132","X552132"
"L970460","X552351","L298741","X552132","X552132"
"L970464","X552351","L298741","X552132","X552132"
"L970461","X552257","X552345","X552345","X552345"
"L970463","X552351","X552132","X552132","X552132"
"L970462","X552257","X551131","X552345","X552345"
"L970451","X551631","L002123",NA,"12_88M"
"12_138LR","X552260","P865490","P865490","P865490"
"L970458","X551631","L852033",NA,"12_88M"
"L970455","X551631","L852033",NA,"12_88M"
"L970452","X552260","P865490","P865490","P865490"
"L970453","X551631","L969173",NA,"12_88M"
"L970457","X552260","P865490","P865490","P865490"
"L970456","X552260","P865490","P865490","P865490"
"L970454","X552260","P865490","P865490","P865490"
"L970442","X551619","P865483","P865483","P865483"
"L970445","X552276","X552356","X552356","X552356"
"L970447","X552276","X552356","X552356","X552356"
"L970450","X552276","X552356","X552356","X552356"
