"bird_id","dam","sire","social_male","social_male_dummy"
"13_A1E04","13_A1F","13_A1M",NA,"13_A1M"
"13_A11E02","13_A11F","13_A11M",NA,"13_A11M"
"13_A21E13","13_A21F","13_A21M",NA,"13_A21M"
"13_A41E04","X552366","X552365","X552365","X552365"
"13_43E02","X552403","X552319","X552319","X552319"
"13_125E01","X552391","L852033","L852033","L852033"
"13_153E01","13_113F","L298741","L298741","L298741"
"13_14E01","X552384","L970075","L970075","L970075"
"13_A1E05","13_A1F","13_A1M",NA,"13_A1M"
"13_75E01","X552378","X552379","X552379","X552379"
"13_157E07","X552291","X552290","X552290","X552290"
"13_A36E01","13_A39F","13_A39M",NA,"13_A39M"
"13_A39E01","13_A44F","13_A44M",NA,"13_A44M"
"13_20E01","X552297","L969027","L969027","L969027"
"13_113E02","13_113F","L298741","L298741","L298741"
"13_A11E03","L969199","L298884","L298884","L298884"
"13_125E02","X552384","L970075","L970075","L970075"
"13_A44E01","13_164F","L852046","L852046","L852046"
"13_A1E06","X552374","X552373","X552373","X552373"
"13_A11E04","13_A11F","13_A11M",NA,"13_A11M"
"13_A36E02","13_A36F","13_A36M",NA,"13_A36M"
"13_A38E04","X552364","X552361","X552361","X552361"
"13_A39E02","13_A39F","13_A39M",NA,"13_A39M"
"13_A44E02","13_A44F","13_A44M",NA,"13_A44M"
"13_20E02","13_20F","13_20M",NA,"13_20M"
"13_155E01","X552400","X552399","X552399","X552399"
"13_75E02","13_75F","13_75M",NA,"13_75M"
"13_A1E07","13_A1F","13_A1M",NA,"13_A1M"
"13_75E03","X552378","X552379","X552379","X552379"
"13_A11E05","13_A11F","13_A11M",NA,"13_A11M"
"13_171E06","13_A20F","13_A20M",NA,"13_A20M"
"13_A32E04","X552371","X552051","X552051","X552051"
"13_A36E03","13_A39F","13_A39M",NA,"13_A39M"
"13_A39E03","13_A44F","13_A44M",NA,"13_A44M"
"13_87E01","L969959","X552402","X552402","X552402"
"13_113E04","13_113F","L298741","L298741","L298741"
"13_A44E03","13_164F","L852046","L852046","L852046"
"13_A36E04","13_A36F","13_A36M",NA,"13_A36M"
"13_168E01","X552210","L969933","L969933","L969933"
"13_75E04","13_75F","13_75M",NA,"13_75M"
"13_58E01","L002174","X551614","X551614","X551614"
"13_A11E06","L969199","L298884","L298884","L298884"
"13_A11E07","13_A11F","13_A11M",NA,"13_A11M"
"13_A36E05","13_A39F","13_A39M",NA,"13_A39M"
"13_A39E05","13_A44F","13_A44M",NA,"13_A44M"
"13_2E03","L969959","X552402","X552402","X552402"
"13_83E02","X552344","X551012","X551012","X551012"
"13_A44E05","13_164F","L852046","L852046","L852046"
"13_A11E08","13_A11F","13_A11M",NA,"13_A11M"
"13_A36E06","13_A36F","13_A36M",NA,"13_A36M"
"13_A39E06","13_A39F","13_A39M",NA,"13_A39M"
"13_A44E06","13_A44F","13_A44M",NA,"13_A44M"
"13_120E06","X552392","X552393","X552393","X552393"
"13_125E07","X552384","L970075","L970075","L970075"
"13_6E03","X552257","L969969","L969969","L969969"
"13_A11E09","13_A11F","13_A11M",NA,"13_A11M"
"13_117E01","13_A12F","13_A12M",NA,"13_A12M"
"13_59E07","X552376","X552375","X552375","X552375"
"13_A36E07","13_A36F","13_A36M",NA,"13_A36M"
"13_A44E07","13_A44F","13_A44M",NA,"13_A44M"
"13_109E01","L852157","13_1M",NA,"13_1M"
"13_112E04","X552417","X552404","X552404","X552404"
"13_100E03","13_116F","X552395","X552395","X552395"
"13_A12E01","X552107","13_117M",NA,"13_117M"
"13_A12E02","13_A12F","13_A12M",NA,"13_A12M"
"13_A36E08","13_A36F","13_A36M",NA,"13_A36M"
"13_A44E08","13_A44F","13_A44M",NA,"13_A44M"
"13_A36E09","13_A36F","13_A36M",NA,"13_A36M"
"13_A44E09","13_A44F","13_A44M",NA,"13_A44M"
"13_A46E09","L969877","X552299","X552299","X552299"
"13_78E06","L002174","X551614","X551614","X551614"
"13_91E09","L002248","L002123","L002123","L002123"
"13_167E05","L002146","L298886","L298886","L298886"
"13_169E06","X552257","L969969","L969969","L969969"
"13_A36E10","13_A36F","13_A36M",NA,"13_A36M"
"13_16E10","X552297","L969027","L969027","L969027"
"13_153E11","L852164","L298555","L298555","L298555"
"13_6E07","X552257","L969969","L969969","L969969"
"13_A36E11","13_A36F","13_A36M",NA,"13_A36M"
"13_2E09","L969959","X552402","X552402","X552402"
"13_117E05","X552107","13_117M",NA,"13_117M"
"13_168E08","X552175","X552394","X552394","X552394"
"13_3E07","X551570","13_3M",NA,"13_3M"
"13_46E02","X552418","L298672","L298672","L298672"
"13_58E09","X552309","X552401","X552401","X552401"
"13_141E01","13_138F","13_138M",NA,"13_138M"
"13_138E01","X552419","13_141M",NA,"13_141M"
"13_109E07","X552410","X552411","X552411","X552411"
"13_116E09","13_116F","X552395","X552395","X552395"
"13_117E07","X552107","13_117M",NA,"13_117M"
"13_73E06","X552409","L002219","L002219","L002219"
"13_46E05","X552418","L298672","L298672","L298672"
"13_141E04","X552419","13_141M",NA,"13_141M"
"13_159E01","13_159F","13_159M",NA,"13_159M"
"13_64E07","X552416","L002095","L002095","L002095"
"13_A37E02","X552320","L970183","L970183","L970183"
"13_A4A","13_A4F",NA,NA,"13_A4M"
"13_A4LT","13_A4F",NA,NA,"13_A4M"
"13_A4N","X552355",NA,"X552341","X552341"
"13_A5LR","X552388",NA,NA,"13_A5M"
"13_78B","L002174",NA,"X551614","X551614"
"13_177L","X552309",NA,"X552401","X552401"
"13_A14RB","X552204",NA,NA,"13_87M"
"13_3RB","X552414",NA,NA,"13_108M"
"13_97A","X552443",NA,NA,"13_97M"
"13_A28N","X551624",NA,"X551131","X551131"
"13_103LR","X552415",NA,NA,"13_103M"
"13_A5H01","X552344",NA,"X551012","X551012"
"13_A10H01","X552460",NA,NA,"13_A10M"
"13_A38H01","13_A11F",NA,NA,"13_A11M"
"13_A42H01","X552377",NA,"X552306","X552306"
"13_13H01","X552217",NA,"X552312","X552312"
"13_35H01","X552269",NA,"X551770","X551770"
"13_111H01","L002176",NA,"X552346","X552346"
"13_115H01","X552412",NA,"L298545","L298545"
"13_120H01","X552397",NA,"L969098","L969098"
"13_132H01","X552405",NA,"L298887","L298887"
"13_141H01","X552419",NA,NA,"13_141M"
"D517253","14_A27F","14_C14",NA,"14_A27M"
"D517258","X552421","X552420","X552420","X552420"
"D517255","X552421","X552420","X552420","X552420"
"D517251","X552421","X552420","X552420","X552420"
"D517252","X552421","X552420","X552420","X552420"
"D517259","X552421","X552420","X552420","X552420"
"D517256","X552421","X552420","X552420","X552420"
"D517257","X552421","X552420","X552420","X552420"
"D517254","X552421","X552420","X552420","X552420"
"D517265","X552297","14_C15","L969027","L969027"
"D517267","X552297","L969933","L969027","L969027"
"D517261","X552297","L969933","L969027","L969027"
"D517263","X552297","L969933","L969027","L969027"
"D517266","X552297","L969933","L969027","L969027"
"D517264","X552297","14_C15","L969027","L969027"
"D517262","X552297","L969027","L969027","L969027"
"D517260","X552297","L969933","L969027","L969027"
"D517275","X552291","14_C16","X552290","X552290"
"D517268","X552291","X552290","X552290","X552290"
"D517272","X552291","X552290","X552290","X552290"
"D517271","X552291","X552290","X552290","X552290"
"D517274","X552291","14_C16","X552290","X552290"
"D517273","X552291","14_C16","X552290","X552290"
"D517269","X552291","X552290","X552290","X552290"
"D517277","X552291","X552290","X552290","X552290"
"D517276","X552291","X552290","X552290","X552290"
"D517286","L969902","X552424","X552424","X552424"
"D517278","L969902","X552424","X552424","X552424"
"14_A40B","L969902","X552424","X552424","X552424"
"D517285","L969902","X552424","X552424","X552424"
"D517284","L969902","X552424","X552424","X552424"
"D517280","L969902","X552424","X552424","X552424"
"D517282","L969902","X552424","X552424","X552424"
"D517279","L969902","X552424","X552424","X552424"
"D517283","L969902","X552424","X552424","X552424"
"D517281","L969902","14_C17","X552424","X552424"
"D517289","X552446","X552319","X552319","X552319"
"D517291","X552446","X552319","X552319","X552319"
"D517290","X552446","X552319","X552319","X552319"
"D517288","X552446","X552319","X552319","X552319"
"D517292","X552446","X552319","X552319","X552319"
"D517293","X552446","X552319","X552319","X552319"
"D517294","X552446","X552319","X552319","X552319"
"D517287","X552446","X552319","X552319","X552319"
"14_A3N","X552446","X552319","X552319","X552319"
"D517300","X552425","14_C10",NA,"14_A6M"
"D517299","X552425","14_C10",NA,"14_A6M"
"D517295","X552425","14_C10",NA,"14_A6M"
"D517298","X552462","X552402",NA,"14_6M"
"D517302","X552425","14_C10",NA,"14_A6M"
"D517296","X552462","L969027",NA,"14_6M"
"D517303","X552425","14_C10",NA,"14_A6M"
"D517297","X552462","14_C18",NA,"14_6M"
"D517301","X552462","L969027",NA,"14_6M"
"14_A6BT","X552425","14_C10",NA,"14_A6M"
"14_A6N","X552462","L969027",NA,"14_6M"
"D517305","L970675","X552423","X552423","X552423"
"D517312","L970675","X552423","X552423","X552423"
"D517309","L970675","X552423","X552423","X552423"
"D517311","L970675","X552423","X552423","X552423"
"D517313","L970675","14_C19","X552423","X552423"
"D517304","L970675","X552423","X552423","X552423"
"D517308","L970675","X552423","X552423","X552423"
"D517307","L970675","X552423","X552423","X552423"
"D517310","L970675","X552423","X552423","X552423"
"D517306","L970675","X552423","X552423","X552423"
"D517314","X552320","14_C20","L970183","L970183"
"D517316","X552320","14_C20","L970183","L970183"
"D517318","X552320","L970183","L970183","L970183"
"D517317","X552320","L970183","L970183","L970183"
"D517315","X552320","14_C20","L970183","L970183"
"D517341","14_A18F","X552449",NA,"14_A18M"
"D517334","14_A18F","X552449",NA,"14_A18M"
"D517337","14_A18F","X552449",NA,"14_A18M"
"D517339","X552285","L969834","L969834","L969834"
"D517336","X552285","L969834","L969834","L969834"
"D517333","14_A18F","X552449",NA,"14_A18M"
"D517335","X552285","L969834","L969834","L969834"
"D517340","X552285","L969834","L969834","L969834"
"D517338","X552285","L969834","L969834","L969834"
"D517327","X552362","X552303","X552303","X552303"
"D517326","X552362","X552303","X552303","X552303"
"D517325","X552362","X552303","X552303","X552303"
"D517322","X552362","X552303","X552303","X552303"
"D517324","X552362","X552303","X552303","X552303"
"D517321","X552362","X552303","X552303","X552303"
"D517328","X552362","X552303","X552303","X552303"
"D517320","X552362","X552303","X552303","X552303"
"D517323","X552362","X552450","X552303","X552303"
"D517319","X552362","X552303","X552303","X552303"
"D517329","L970729","L002219","L002219","L002219"
"D517330","L970729","L002219","L002219","L002219"
"D517332","L970729","14_C21","L002219","L002219"
"D517331","L970729","L002219","L002219","L002219"
"D517363","X552380","X552383","X552383","X552383"
"D517364","X552380","X552383","X552383","X552383"
"D517365","X552380","X552383","X552383","X552383"
"D517367","X552380","X552383","X552383","X552383"
"D517361","X552380","14_C22","X552383","X552383"
"D517368","X552380","X552383","X552383","X552383"
"D517362","X552380","X552383","X552383","X552383"
"D517366","X552380","14_C22","X552383","X552383"
"D517376","X552426","14_C23","X552450","X552450"
"D517375","X552435","X552402","X552402","X552402"
"D517379","X552435","X552402","X552402","X552402"
"D517378","X552435","X552402","X552402","X552402"
"D517377","X552435","X552402","X552402","X552402"
"D517371","X552426","X552450","X552450","X552450"
"D517370","X552426","X552450","X552450","X552450"
"D517372","X552426","14_C23","X552450","X552450"
"D517373","X552435","X552402","X552402","X552402"
"D517374","X552426","X552450","X552450","X552450"
"D517369","X552435","X552402","X552402","X552402"
"D517349","X552398","L852033","L852033","L852033"
"D517346","X552398","L852033","L852033","L852033"
"D517344","X552398","L852033","L852033","L852033"
"D517343","X552398","L852033","L852033","L852033"
"D517342","X552398","L852033","L852033","L852033"
"D517348","X552398","L852033","L852033","L852033"
"D517347","X552398","L852033","L852033","L852033"
"D517345","X552398","L852033","L852033","L852033"
"14_85N","X552398","L852033","L852033","L852033"
"D517354","X552372","L298555","L298555","L298555"
"D517350","X552372","L298892","L298555","L298555"
"D517353","X552372","L298555","L298555","L298555"
"D517359","X552372","L298555","L298555","L298555"
"D517352","X552372","L298892","L298555","L298555"
"D517357","X552372","L298555","L298555","L298555"
"D517360","X552372","L298892","L298555","L298555"
"D517355","X552372","L298892","L298555","L298555"
"D517351","X552372","L298555","L298555","L298555"
"D517356","X552372","L298892","L298555","L298555"
"D517358","X552372","L298555","L298555","L298555"
"D517462","14_A18F","X552449",NA,"14_A18M"
"D517465","X552285","14_C25","L969834","L969834"
"D517459","X552285","L969834","L969834","L969834"
"D517461","X552285","L969834","L969834","L969834"
"D517458","X552285","14_C25","L969834","L969834"
"D517466","14_A18F","X552449",NA,"14_A18M"
"D517464","14_A18F","X552449",NA,"14_A18M"
"D517460","14_A18F","X552449",NA,"14_A18M"
"D517463","14_A18F","X552449",NA,"14_A18M"
"D517474","X552370","X552369","X552369","X552369"
"D517475","X552370","X552369","X552369","X552369"
"D517468","X552370","14_C26","X552369","X552369"
"D517472","X552370","X552369","X552369","X552369"
"D517471","X552370","X552369","X552369","X552369"
"D517469","X552370","X552369","X552369","X552369"
"D517477","X552370","X552369","X552369","X552369"
"D517473","X552370","X552369","X552369","X552369"
"D517467","X552370","X552369","X552369","X552369"
"D517470","X552370","X552369","X552369","X552369"
"D517476","X552320","L970183","L970183","L970183"
"D517380","X552305","14_C24","X552447","X552447"
"D517385","X552408","X552434","X552434","X552434"
"D517381","X552408","X552434","X552434","X552434"
"D517383","X552305","X552465","X552447","X552447"
"D517387","X552305","X552447","X552447","X552447"
"D517384","X552305","X552465","X552447","X552447"
"D517382","X552408","X552434","X552434","X552434"
"D517386","X552305","X552447","X552447","X552447"
"D517394","X552426","X552450","X552450","X552450"
"D517390","X552435","X552402","X552402","X552402"
"D517389","X552426","X552450","X552450","X552450"
"D517398","X552435","X552402","X552402","X552402"
"D517388","X552435","X552402","X552402","X552402"
"D517397","X552426","X552450","X552450","X552450"
"D517395","X552426","X552450","X552450","X552450"
"D517393","X552435","X552402","X552402","X552402"
"D517396","X552426","X552450","X552450","X552450"
"D517391","X552426","14_C23","X552450","X552450"
"D517392","X552435","X552402","X552402","X552402"
"D517405","X552305","X552447","X552447","X552447"
"D517406","X552408","X552434","X552434","X552434"
"D517399","X552305","X552465","X552447","X552447"
"D517407","X552305","X552447","X552447","X552447"
"D517400","X552408","X552434","X552434","X552434"
"D517402","X552408","X552434","X552434","X552434"
"D517404","X552408","X552434","X552434","X552434"
"D517403","X552305","X552447","X552447","X552447"
"D517401","X552305","X552447","X552447","X552447"
"D517415","X552422","X552420","X552420","X552420"
"D517408","X552422","X552420","X552420","X552420"
"D517413","X552422","X552420","X552420","X552420"
"D517410","X552422","X552420","X552420","X552420"
"D517409","X552422","X552420","X552420","X552420"
"D517412","X552422","X552420","X552420","X552420"
"D517411","X552422","X552420","X552420","X552420"
"D517417","X552422","X552420","X552420","X552420"
"D517414","X552422","X552420","X552420","X552420"
"D517416","X552422","X552420","X552420","X552420"
"D517418","X552403","L852170","L852170","L852170"
"D517421","X552403","L852170","L852170","L852170"
"D517426","X552403","L852170","L852170","L852170"
"D517429","X552403","L852170","L852170","L852170"
"D517422","X552403","L298672","L852170","L852170"
"D517419","X552403","L852170","L852170","L852170"
"D517425","X552403","L852170","L852170","L852170"
"D517420","X552403","L852170","L852170","L852170"
"D517424","X552403","L852170","L852170","L852170"
"D517423","X552403","L852170","L852170","L852170"
"D517427","X552403","L852170","L852170","L852170"
"D517430","X552342","X552341","X552341","X552341"
"D517436","X552342","X552341","X552341","X552341"
"D517433","X552342","X552341","X552341","X552341"
"D517439","X552342","X552341","X552341","X552341"
"D517432","X552342","X552341","X552341","X552341"
"D517438","X552342","X552341","X552341","X552341"
"D517437","X552342","X552341","X552341","X552341"
"D517435","X552342","X552341","X552341","X552341"
"D517431","X552342","X552341","X552341","X552341"
"D517434","X552342","X552341","X552341","X552341"
"D517443","X552428","X552393","X552393","X552393"
"D517447","X552428","X552404","X552393","X552393"
"D517440","X552428","X552393","X552393","X552393"
"D517441","X552428","X552393","X552393","X552393"
"D517446","X552428","X552393","X552393","X552393"
"D517442","X552428","X552393","X552393","X552393"
"D517444","X552428","X552393","X552393","X552393"
"D517445","X552428","X552393","X552393","X552393"
"D517452","L970980","X552395","X552381","X552381"
"D517456","L970980","X552381","X552381","X552381"
"D517451","L970980","X552381","X552381","X552381"
