"animal","dam","sire"
"X552462",NA,NA
"X552440",NA,NA
"X552400",NA,NA
"X552448",NA,NA
"X552443",NA,NA
"Y896241",NA,NA
"X552455",NA,NA
"X552340",NA,NA
"X552461",NA,NA
"X552470",NA,NA
"X552458",NA,NA
"X552210",NA,NA
"14_31F",NA,NA
"X552473",NA,NA
"X552272",NA,NA
"X552468",NA,NA
"X552397",NA,NA
"X552469",NA,NA
"X552453",NA,NA
"X552478",NA,NA
"X552471",NA,NA
"14_46F",NA,NA
"D518535",NA,NA
"X552472",NA,NA
"X552384",NA,NA
"X552475",NA,NA
"X552476",NA,NA
"X552479",NA,NA
"X552480",NA,NA
"X552486",NA,NA
"15_A42F",NA,NA
"X552287",NA,NA
"X552488",NA,NA
"X552491",NA,NA
"X552492",NA,NA
"D518506",NA,NA
"X552285",NA,NA
"X552489",NA,NA
"15_A36F",NA,NA
"D518504",NA,NA
"D518509",NA,NA
"D518516",NA,NA
"X552499",NA,NA
"D518505",NA,NA
"D518507",NA,NA
"15_A13F",NA,NA
"D518508",NA,NA
"15_47F",NA,NA
"D518511",NA,NA
"15_A10F",NA,NA
"15_13F",NA,NA
"15_128F",NA,NA
"15_117F",NA,NA
"D518528",NA,NA
"D518533",NA,NA
"15_75F",NA,NA
"D518654",NA,NA
"D518513",NA,NA
"D518539",NA,NA
"D518540",NA,NA
"D518560",NA,NA
"D518550",NA,NA
"D518549",NA,NA
"16_A46F",NA,NA
"16_A14F",NA,NA
"D518544",NA,NA
"D518546",NA,NA
"D518553",NA,NA
"D518565",NA,NA
"D518551",NA,NA
"D518561",NA,NA
"D518558",NA,NA
"X552153",NA,NA
"P865308",NA,NA
"10_A17F",NA,NA
"P865399",NA,NA
"X552134",NA,NA
"P865470",NA,NA
"L002264",NA,NA
"X552149",NA,NA
"L002334",NA,NA
"X552171",NA,NA
"X552128",NA,NA
"11_A38F",NA,NA
"L002125",NA,NA
"11_A42F",NA,NA
"X552195",NA,NA
"X552177",NA,NA
"X552181",NA,NA
"X552045",NA,NA
"11_164F",NA,NA
"X552179",NA,NA
"11_A20F",NA,NA
"L002076",NA,NA
"X552114",NA,NA
"X552049",NA,NA
"11_143F",NA,NA
"X552033",NA,NA
"X552142",NA,NA
"X552190",NA,NA
"X552187",NA,NA
"X552202",NA,NA
"X552018",NA,NA
"X552185",NA,NA
"X552035",NA,NA
"X552188",NA,NA
"L852122",NA,NA
"11_172F",NA,NA
"X552255",NA,NA
"X552191",NA,NA
"X552193",NA,NA
"X552192",NA,NA
"11_A34F",NA,NA
"X552196",NA,NA
"X552124",NA,NA
"L852194",NA,NA
"11_62F",NA,NA
"X552315",NA,NA
"L852177",NA,NA
"X552252",NA,NA
"X552251",NA,NA
"X552199",NA,NA
"L969338",NA,NA
"X552253",NA,NA
"X552258",NA,NA
"L852149",NA,NA
"L852221",NA,NA
"X552247",NA,NA
"X552120",NA,NA
"X552022",NA,NA
"X552150",NA,NA
"L852186",NA,NA
"X552261",NA,NA
"L002118",NA,NA
"L002079",NA,NA
"L002265",NA,NA
"X552260",NA,NA
"L002248",NA,NA
"X552259",NA,NA
"X552262",NA,NA
"L002331",NA,NA
"11_A8F",NA,NA
"11_144F",NA,NA
"11_58F",NA,NA
"X552169",NA,NA
"X552139",NA,NA
"T562547",NA,NA
"X552277",NA,NA
"12_A21F",NA,NA
"X552284",NA,NA
"X552288",NA,NA
"12_A42F",NA,NA
"X552301",NA,NA
"X552293",NA,NA
"12_A14F",NA,NA
"12_A22F",NA,NA
"X552296",NA,NA
"X552377",NA,NA
"X552310",NA,NA
"X552300",NA,NA
"X552308",NA,NA
"X552211",NA,NA
"X552298",NA,NA
"X552339",NA,NA
"12_14F",NA,NA
"X552269",NA,NA
"12_93F",NA,NA
"X552338",NA,NA
"12_A46F",NA,NA
"L002205",NA,NA
"12_104F",NA,NA
"12_A3F",NA,NA
"X552391",NA,NA
"12_127F",NA,NA
"L852176",NA,NA
"12_155F",NA,NA
"X552351",NA,NA
"X552276",NA,NA
"P865311",NA,NA
"X552353",NA,NA
"X552265",NA,NA
"12_180F",NA,NA
"12_A37F",NA,NA
"X552368",NA,NA
"X552359",NA,NA
"13_A11F",NA,NA
"X552364",NA,NA
"L970687",NA,NA
"X552387",NA,NA
"13_A4F",NA,NA
"X552371",NA,NA
"13_A2F",NA,NA
"X552372",NA,NA
"X552376",NA,NA
"X552357",NA,NA
"13_A1F",NA,NA
"P865325",NA,NA
"X552355",NA,NA
"13_164F",NA,NA
"13_A20F",NA,NA
"X552378",NA,NA
"13_75F",NA,NA
"X552390",NA,NA
"X552406",NA,NA
"17_A49F",NA,NA
"17_A56F",NA,NA
"17_59F",NA,NA
"S955608",NA,NA
"S955624",NA,NA
"18_A27F",NA,NA
"18_56F",NA,NA
"S955601",NA,NA
"S955902",NA,NA
"S955904",NA,NA
"S955903",NA,NA
"S955918",NA,NA
"S955905",NA,NA
"X552014",NA,NA
"X552015",NA,NA
"X552021",NA,NA
"X552037",NA,NA
"X552054",NA,NA
"X552041",NA,NA
"09_107F",NA,NA
"P865442",NA,NA
"X552112",NA,NA
"X552074",NA,NA
"10_53F",NA,NA
"X552122",NA,NA
"X552151",NA,NA
"L002184",NA,NA
"10_A39F",NA,NA
"X552057",NA,NA
"L002067",NA,NA
"10_A1F",NA,NA
"X552140",NA,NA
"P865398",NA,NA
"10_128F",NA,NA
"X552138",NA,NA
"11_59F",NA,NA
"11_135F",NA,NA
"D518570",NA,NA
"D518563",NA,NA
"D518566",NA,NA
"D518599",NA,NA
"D518567",NA,NA
"D518532",NA,NA
"16_A15F",NA,NA
"D518577",NA,NA
"16_156F",NA,NA
"D518579",NA,NA
"D518573",NA,NA
"D518581",NA,NA
"D518586",NA,NA
"D518583",NA,NA
"D518580",NA,NA
"D518591",NA,NA
"D518588",NA,NA
"D518596",NA,NA
"S955603",NA,NA
"17_A24F",NA,NA
"17_A9F",NA,NA
"S955604",NA,NA
"D518572",NA,NA
"17_166F",NA,NA
"S955643",NA,NA
"S955636",NA,NA
"S955614",NA,NA
"S955617",NA,NA
"S955628",NA,NA
"S955622",NA,NA
"S955620",NA,NA
"17_86F",NA,NA
"S955627",NA,NA
"S955625",NA,NA
"S955648",NA,NA
"17_A46F",NA,NA
"S955634",NA,NA
"17_A25F",NA,NA
"S955668",NA,NA
"17_193F",NA,NA
"17_A29F",NA,NA
"S955644",NA,NA
"S955650",NA,NA
"17_A11F",NA,NA
"S955657",NA,NA
"S955659",NA,NA
"S955662",NA,NA
"S955667",NA,NA
"S955670",NA,NA
"18_158F",NA,NA
"D378335",NA,NA
"S955943",NA,NA
"18_195F",NA,NA
"X552405",NA,NA
"13_113F",NA,NA
"X552412",NA,NA
"X552459",NA,NA
"X552418",NA,NA
"X552444",NA,NA
"D518600",NA,NA
"D518518",NA,NA
"15_59F",NA,NA
"D518541",NA,NA
"D518519",NA,NA
"D518569",NA,NA
"10_179F",NA,NA
"L002154",NA,NA
"L002173",NA,NA
"X552180",NA,NA
"X552208",NA,NA
"X552194",NA,NA
"X552197",NA,NA
"L002275",NA,NA
"L002131",NA,NA
"L852214",NA,NA
"X552205",NA,NA
"X552263",NA,NA
"L852219",NA,NA
"11_66F",NA,NA
"X552212",NA,NA
"X552107",NA,NA
"L852210",NA,NA
"X552159",NA,NA
"L852146",NA,NA
"X552164",NA,NA
"L002223",NA,NA
"X552317",NA,NA
"X552271",NA,NA
"L002010",NA,NA
"L852204",NA,NA
"X552264",NA,NA
"11_140F",NA,NA
"11_90F",NA,NA
"X552283",NA,NA
"X552304",NA,NA
"X552316",NA,NA
"X552313",NA,NA
"X552349",NA,NA
"X552352",NA,NA
"12_112F",NA,NA
"13_20F",NA,NA
"13_A36F",NA,NA
"S955610",NA,NA
"X552141",NA,NA
"10_158F",NA,NA
"D518576",NA,NA
"D518593",NA,NA
"S955605",NA,NA
"17_9F",NA,NA
"17_126F",NA,NA
"S955654",NA,NA
"S955961",NA,NA
"S955655",NA,NA
"S955929",NA,NA
"S955970",NA,NA
"L852164",NA,NA
"X552189",NA,NA
"11_4F",NA,NA
"X552280",NA,NA
"X552348",NA,NA
"X552385",NA,NA
"D518568",NA,NA
"S955637",NA,NA
"S955663",NA,NA
"S955649",NA,NA
"S955645",NA,NA
"S955936",NA,NA
"S955962",NA,NA
"S955933",NA,NA
"S955938",NA,NA
"D518520",NA,NA
"17_15F",NA,NA
"S955660",NA,NA
"D518578",NA,NA
"S955928",NA,NA
"S955909",NA,NA
"S955954",NA,NA
"S955908",NA,NA
"D518510",NA,NA
"18_C2",NA,NA
"S955914",NA,NA
"18_C13",NA,NA
"X552437",NA,NA
"18_C15",NA,NA
"S955916",NA,NA
"18_C16",NA,NA
"S955941",NA,NA
"18_C6",NA,NA
"D518522",NA,NA
"S955640",NA,NA
"18_C18",NA,NA
"S955919",NA,NA
"18_C20",NA,NA
"S955963",NA,NA
"S955935",NA,NA
"18_C21",NA,NA
"S955910",NA,NA
"18_C22",NA,NA
"D518548",NA,NA
"D518584",NA,NA
"18_C23",NA,NA
"18_C24",NA,NA
"D518574",NA,NA
"18_C8",NA,NA
"D378355",NA,NA
"18_C25",NA,NA
"18_C26",NA,NA
"S955950",NA,NA
"18_C27",NA,NA
"S955957",NA,NA
"18_C28",NA,NA
"S955612",NA,NA
"18_C29",NA,NA
"S955647",NA,NA
"18_C30",NA,NA
"S955974",NA,NA
"18_C31",NA,NA
"S955968",NA,NA
"S955930",NA,NA
"18_C32",NA,NA
"18_C9",NA,NA
"S955631",NA,NA
"18_C33",NA,NA
"18_C34",NA,NA
"S955939",NA,NA
"S955606",NA,NA
"18_C35",NA,NA
"S955922",NA,NA
"18_C36",NA,NA
"18_C37",NA,NA
"S955927",NA,NA
"18_C38",NA,NA
"S955971",NA,NA
"18_C41",NA,NA
"18_C42",NA,NA
"18_C43",NA,NA
"18_C44",NA,NA
"X552483",NA,NA
"S955956",NA,NA
"18_C45",NA,NA
"18_C46",NA,NA
"18_C48",NA,NA
"18_C49",NA,NA
"S955901",NA,NA
"18_C10",NA,NA
"S955949",NA,NA
"18_C51",NA,NA
"18_C52",NA,NA
"18_C7",NA,NA
"S955959",NA,NA
"18_C53",NA,NA
"18_C54",NA,NA
"D518512",NA,NA
"D518537",NA,NA
"S955664",NA,NA
"S955976",NA,NA
"S955652",NA,NA
"18_C55",NA,NA
"18_C56",NA,NA
"18_C57",NA,NA
"X552484",NA,NA
"18_C58",NA,NA
"18_C59",NA,NA
"X552401",NA,NA
"X552411",NA,NA
"X552404",NA,NA
"13_C24",NA,NA
"13_C1",NA,NA
"13_C21",NA,NA
"13_C8",NA,NA
"13_C26",NA,NA
"X552394",NA,NA
"X552345",NA,NA
"X552383",NA,NA
"13_C29",NA,NA
"X552319",NA,NA
"X552395",NA,NA
"X552341",NA,NA
"X552312",NA,NA
"L002095",NA,NA
"L002219",NA,NA
"13_C31",NA,NA
"L002123",NA,NA
"13_C32",NA,NA
"13_C33",NA,NA
"13_C16",NA,NA
"X552363",NA,NA
"13_C34",NA,NA
"X552381",NA,NA
"X552393",NA,NA
"X552346",NA,NA
"13_C35",NA,NA
"X552350",NA,NA
"X552347",NA,NA
"X552389",NA,NA
"13_C37",NA,NA
"X552396",NA,NA
"X552420",NA,NA
"14_C16",NA,NA
"14_C17",NA,NA
"X552290",NA,NA
"14_C18",NA,NA
"14_C19",NA,NA
"14_C23",NA,NA
"14_C24",NA,NA
"X552303",NA,NA
"X552450",NA,NA
"X552449",NA,NA
"L852033",NA,NA
"14_C26",NA,NA
"X552402",NA,NA
"14_C27",NA,NA
"14_C28",NA,NA
"X552434",NA,NA
"X552465",NA,NA
"X552447",NA,NA
"L852170",NA,NA
"X552369",NA,NA
"14_C30",NA,NA
"X552427",NA,NA
"14_C31",NA,NA
"14_C32",NA,NA
"X552431",NA,NA
"14_C34",NA,NA
"14_C35",NA,NA
"X552146",NA,NA
"14_C36",NA,NA
"X552451",NA,NA
"X552429",NA,NA
"X552442",NA,NA
"X552439",NA,NA
"14_C37",NA,NA
"X552432",NA,NA
"14_C13",NA,NA
"14_C38",NA,NA
"X552424",NA,NA
"14_C12",NA,NA
"14_C21",NA,NA
"14_C39",NA,NA
"X552441",NA,NA
"X552452",NA,NA
"14_C40",NA,NA
"14_C41",NA,NA
"X552474",NA,NA
"X552477",NA,NA
"X552386",NA,NA
"X552445",NA,NA
"X552463",NA,NA
"14_C42",NA,NA
"14_C43",NA,NA
"14_C44",NA,NA
"X552456",NA,NA
"14_C45",NA,NA
"X552467",NA,NA
"14_C47",NA,NA
"X552299",NA,NA
"X552254",NA,NA
"14_C48",NA,NA
"14_C49",NA,NA
"14_C50",NA,NA
"X552423",NA,NA
"14_C3",NA,NA
"14_C51",NA,NA
"14_C52",NA,NA
"14_C59",NA,NA
"14_C60",NA,NA
"14_C61",NA,NA
"14_C62",NA,NA
"14_C63",NA,NA
"14_C64",NA,NA
"X552482",NA,NA
"15_C42",NA,NA
"D518529",NA,NA
"15_C43",NA,NA
"15_C36",NA,NA
"X552485",NA,NA
"15_C44",NA,NA
"15_C45",NA,NA
"15_C46",NA,NA
"15_C47",NA,NA
"15_C48",NA,NA
"15_C49",NA,NA
"D518515",NA,NA
"X552490",NA,NA
"X552498",NA,NA
"15_C51",NA,NA
"15_C52",NA,NA
"15_C53",NA,NA
"15_C54",NA,NA
"15_C55",NA,NA
"15_C58",NA,NA
"X552494",NA,NA
"15_C34",NA,NA
"D518564",NA,NA
"D518514",NA,NA
"D518502",NA,NA
"D518503",NA,NA
"15_C61",NA,NA
"15_C62",NA,NA
"15_C63",NA,NA
"15_C64",NA,NA
"15_C66",NA,NA
"X552500",NA,NA
"15_C68",NA,NA
"15_C28",NA,NA
"15_C25",NA,NA
"15_C67",NA,NA
"15_C72",NA,NA
"15_C73",NA,NA
"15_C41",NA,NA
"15_C77",NA,NA
"D518555",NA,NA
"D518523",NA,NA
"15_C79",NA,NA
"15_C80",NA,NA
"D518525",NA,NA
"15_C82",NA,NA
"15_C83",NA,NA
"15_C84",NA,NA
"15_C12",NA,NA
"15_C85",NA,NA
"D518531",NA,NA
"D518517",NA,NA
"D518527",NA,NA
"15_C90",NA,NA
"15_C91",NA,NA
"15_C93",NA,NA
"15_C9",NA,NA
"D518501",NA,NA
"16_C16",NA,NA
"16_C17",NA,NA
"D518545",NA,NA
"D518587",NA,NA
"16_C15",NA,NA
"16_C18",NA,NA
"D518547",NA,NA
"D518543",NA,NA
"16_C19",NA,NA
"16_C20",NA,NA
"16_C21",NA,NA
"16_C22",NA,NA
"D946982",NA,NA
"D518542",NA,NA
"D518556",NA,NA
"16_C24",NA,NA
"16_C25",NA,NA
"16_C26",NA,NA
"16_C11",NA,NA
"16_C12",NA,NA
"16_C27",NA,NA
"16_C28",NA,NA
"16_C30",NA,NA
"X552154",NA,NA
"L002029",NA,NA
"10_C21",NA,NA
"L002093",NA,NA
"X552123",NA,NA
"X552091",NA,NA
"P865483",NA,NA
"X552125",NA,NA
"X552109",NA,NA
"10_C38",NA,NA
"X552160",NA,NA
"X552051",NA,NA
"X552286",NA,NA
"L002178",NA,NA
"11_C13",NA,NA
"X552203",NA,NA
"X552178",NA,NA
"X552172",NA,NA
"X552200",NA,NA
"X552130",NA,NA
"11_C48",NA,NA
"X552176",NA,NA
"X552206",NA,NA
"X552184",NA,NA
"11_C49",NA,NA
"X552084",NA,NA
"X552093",NA,NA
"11_C16",NA,NA
"X552136",NA,NA
"X552058",NA,NA
"X552135",NA,NA
"X552186",NA,NA
"X552207",NA,NA
"11_C50",NA,NA
"11_C51",NA,NA
"X552209",NA,NA
"L002120",NA,NA
"11_C52",NA,NA
"11_C21",NA,NA
"11_C53",NA,NA
"X552158",NA,NA
"11_C54",NA,NA
"11_C55",NA,NA
"L002177",NA,NA
"X552081",NA,NA
"11_C56",NA,NA
"L002320",NA,NA
"11_C57",NA,NA
"11_C58",NA,NA
"11_C5",NA,NA
"X552201",NA,NA
"11_C60",NA,NA
"X552256",NA,NA
"L852206",NA,NA
"11_C29",NA,NA
"11_C33",NA,NA
"X552198",NA,NA
"X552250",NA,NA
"11_C62",NA,NA
"11_C63",NA,NA
"X552101",NA,NA
"X552273",NA,NA
"X552070",NA,NA
"11_C64",NA,NA
"P865490",NA,NA
"L852148",NA,NA
"L852126",NA,NA
"11_C65",NA,NA
"X552132",NA,NA
"11_C66",NA,NA
"11_C67",NA,NA
"11_C69",NA,NA
"11_C10",NA,NA
"11_C71",NA,NA
"11_C72",NA,NA
"X552268",NA,NA
"11_C74",NA,NA
"11_C77",NA,NA
"12_C20",NA,NA
"X552292",NA,NA
"12_C29",NA,NA
"X552281",NA,NA
"12_C17",NA,NA
"X552289",NA,NA
"12_C30",NA,NA
"X552302",NA,NA
"12_C32",NA,NA
"12_C19",NA,NA
"12_C22",NA,NA
"12_C35",NA,NA
"X552295",NA,NA
"12_C14",NA,NA
"X552270",NA,NA
"12_C15",NA,NA
"X552311",NA,NA
"L852163",NA,NA
"12_C21",NA,NA
"12_C36",NA,NA
"X552306",NA,NA
"12_C37",NA,NA
"12_C38",NA,NA
"12_C39",NA,NA
"12_C40",NA,NA
"12_C41",NA,NA
"12_C42",NA,NA
"12_C43",NA,NA
"12_C9",NA,NA
"12_C44",NA,NA
"X552307",NA,NA
"12_C23",NA,NA
"12_C47",NA,NA
"12_C48",NA,NA
"X552321",NA,NA
"X552318",NA,NA
"X552337",NA,NA
"L852046",NA,NA
"12_C49",NA,NA
"12_C50",NA,NA
"12_C11",NA,NA
"12_C51",NA,NA
"12_C52",NA,NA
"12_C53",NA,NA
"12_C3",NA,NA
"12_C54",NA,NA
"12_C57",NA,NA
"12_C58",NA,NA
"X552343",NA,NA
"X552322",NA,NA
"X552356",NA,NA
"12_C28",NA,NA
"12_C59",NA,NA
"X552358",NA,NA
"12_C61",NA,NA
"12_C63",NA,NA
"L852137",NA,NA
"12_C64",NA,NA
"12_C1",NA,NA
"12_C66",NA,NA
"12_C67",NA,NA
"12_C70",NA,NA
"12_C73",NA,NA
"12_C76",NA,NA
"12_C77",NA,NA
"12_C7",NA,NA
"X552367",NA,NA
"X552373",NA,NA
"X552360",NA,NA
"13_C38",NA,NA
"13_C39",NA,NA
"13_C40",NA,NA
"X552361",NA,NA
"13_C41",NA,NA
"13_C42",NA,NA
"13_C43",NA,NA
"13_C44",NA,NA
"13_C22",NA,NA
"13_C45",NA,NA
"X552365",NA,NA
"13_C18",NA,NA
"13_C46",NA,NA
"X552375",NA,NA
"13_C47",NA,NA
"13_C48",NA,NA
"13_C49",NA,NA
"13_C50",NA,NA
"13_C51",NA,NA
"X552382",NA,NA
"13_C52",NA,NA
"X552399",NA,NA
"13_C53",NA,NA
"13_C3",NA,NA
"X552379",NA,NA
"13_C56",NA,NA
"13_C57",NA,NA
"13_C58",NA,NA
"13_C6",NA,NA
"13_C59",NA,NA
"17_C26",NA,NA
"17_C30",NA,NA
"17_C31",NA,NA
"17_C32",NA,NA
"17_C33",NA,NA
"D518592",NA,NA
"18_C61",NA,NA
"18_C62",NA,NA
"18_C63",NA,NA
"S955626",NA,NA
"18_C64",NA,NA
"18_C5",NA,NA
"18_C65",NA,NA
"S955616",NA,NA
"18_C66",NA,NA
"18_C67",NA,NA
"X552119",NA,NA
"09_5M",NA,NA
"X552071",NA,NA
"X552090",NA,NA
"09_78M",NA,NA
"09_107M",NA,NA
"L002136",NA,NA
"X552080",NA,NA
"P865295",NA,NA
"X552127",NA,NA
"X552133",NA,NA
"X552131",NA,NA
"10_C32",NA,NA
"L002215",NA,NA
"X552089",NA,NA
"10_C43",NA,NA
"X552137",NA,NA
"11_C80",NA,NA
"11_C14",NA,NA
"11_C8",NA,NA
"16_C31",NA,NA
"16_C32",NA,NA
"D518562",NA,NA
"16_C33",NA,NA
"D518598",NA,NA
"16_C9",NA,NA
"16_C34",NA,NA
"16_C35",NA,NA
"16_C36",NA,NA
"16_C39",NA,NA
"16_C40",NA,NA
"16_C41",NA,NA
"D518571",NA,NA
"16_C42",NA,NA
"16_C43",NA,NA
"16_C44",NA,NA
"16_C45",NA,NA
"16_C46",NA,NA
"16_C47",NA,NA
"16_C49",NA,NA
"16_C50",NA,NA
"17_C23",NA,NA
"17_C19",NA,NA
"17_C18",NA,NA
"D518594",NA,NA
"17_C34",NA,NA
"17_C36",NA,NA
"D518597",NA,NA
"17_C38",NA,NA
"17_C39",NA,NA
"17_C41",NA,NA
"17_C42",NA,NA
"17_C43",NA,NA
"17_C25",NA,NA
"17_C45",NA,NA
"S955602",NA,NA
"S955618",NA,NA
"17_C46",NA,NA
"17_C47",NA,NA
"S955607",NA,NA
"17_C3",NA,NA
"17_C48",NA,NA
"17_C9",NA,NA
"17_C50",NA,NA
"17_C51",NA,NA
"17_C53",NA,NA
"17_C54",NA,NA
"S955615",NA,NA
"17_C55",NA,NA
"17_C56",NA,NA
"S955623",NA,NA
"17_C58",NA,NA
"17_C59",NA,NA
"17_C5",NA,NA
"17_C60",NA,NA
"17_C61",NA,NA
"17_C64",NA,NA
"S955646",NA,NA
"17_C65",NA,NA
"17_C66",NA,NA
"17_C67",NA,NA
"17_C68",NA,NA
"17_C70",NA,NA
"17_C71",NA,NA
"17_C72",NA,NA
"17_C7",NA,NA
"17_C2",NA,NA
"S955638",NA,NA
"17_C74",NA,NA
"17_C75",NA,NA
"17_C8",NA,NA
"17_C76",NA,NA
"17_C78",NA,NA
"17_C79",NA,NA
"17_C80",NA,NA
"17_C83",NA,NA
"17_C84",NA,NA
"17_C85",NA,NA
"17_C86",NA,NA
"17_C87",NA,NA
"17_C90",NA,NA
"17_C91",NA,NA
"S955669",NA,NA
"S955907",NA,NA
"18_C39",NA,NA
"18_C47",NA,NA
"13_C23",NA,NA
"13_C27",NA,NA
"13_C7",NA,NA
"14_C20",NA,NA
"14_C22",NA,NA
"14_C25",NA,NA
"14_C33",NA,NA
"14_C56",NA,NA
"14_C57",NA,NA
"14_C58",NA,NA
"15_C60",NA,NA
"15_C88",NA,NA
"15_C89",NA,NA
"11_C59",NA,NA
"L002241",NA,NA
"11_C28",NA,NA
"11_C70",NA,NA
"11_C68",NA,NA
"12_C68",NA,NA
"13_C19",NA,NA
"17_C28",NA,NA
"17_C29",NA,NA
"17_C52",NA,NA
"17_C62",NA,NA
"S955906",NA,NA
"S955940",NA,NA
"14_C53",NA,NA
"14_C54",NA,NA
"15_C22",NA,NA
"15_C21",NA,NA
"15_C59",NA,NA
"15_C81",NA,NA
"D518524",NA,NA
"16_C23",NA,NA
"17_C27",NA,NA
"18_C60",NA,NA
"16_C37",NA,NA
"16_C38",NA,NA
"17_C22",NA,NA
"17_C37",NA,NA
"17_C40",NA,NA
"17_C44",NA,NA
"17_C49",NA,NA
"17_C57",NA,NA
"18_C17",NA,NA
"18_C19",NA,NA
"S955934",NA,NA
"18_C50",NA,NA
"13_C25",NA,NA
"14_C14",NA,NA
"12_C33",NA,NA
"12_C34",NA,NA
"X552294",NA,NA
"12_C55",NA,NA
"12_C56",NA,NA
"S955629",NA,NA
"17_C73",NA,NA
"S955911",NA,NA
"18_C40",NA,NA
"S955947",NA,NA
"17_C63",NA,NA
"AJD1001","S955932","S955660"
"AJD1002","S955932","S955660"
"AJD1003","D518595","D518578"
"AJD1004","18_142F","S955928"
"AJD1005","18_142F","S955928"
"AJD1006","D518595","D518578"
"AJD1007","18_142F","S955928"
"AJD1008","D518595","D518578"
"AJD1010","S955609","S955909"
"AJD1011","S955609","S955909"
"AJD1012","S955609","S955909"
"AJD1013","S955609","S955909"
"AJD1015","S955609","S955909"
"AJD1018","S955955","S955954"
"AJD1019","S955955","S955908"
"AJD1023","S955921","D518510"
"AJD1024","S955921","D518510"
"AJD1025","S955921","D518510"
"AJD1026","S955913","18_C2"
"AJD1027","S955913","18_C2"
"AJD1028","S955921","D518510"
"AJD1030","D518521","S955914"
"AJD1031","D518521","S955914"
"AJD1032","D518521","S955914"
"AJD1033","D518521","S955914"
"AJD1035","D518521","S955914"
"AJD1036","D518521","S955914"
"AJD1038","D518521","S955914"
"AJD1039","D518521","S955914"
"AJD1040","D518521","S955914"
"AJD1060","S955630","18_C13"
"AJD1063","S955630","18_C13"
"AJD1067","S955630","18_C13"
"AJD1068","S955630","18_C13"
"AJD1073","S955653","X552437"
"AJD1103","S955932","S955660"
"AJD1106","S955923","18_C15"
"AJD1110","S955923","S955916"
"AJD1113","X552497","S955908"
"AJD1114","X552497","S955908"
"AJD1115","X552497","S955908"
"AJD1116","S955948","18_C16"
"AJD1117","S955948","18_C16"
"AJD1122","S955913","18_C2"
"AJD1123","S955913","18_C2"
"AJD1124","S955913","18_C2"
"AJD1127","S955913","18_C2"
"AJD1129","S955942","S955941"
"AJD1130","S955942","S955941"
"AJD1131","S955942","S955941"
"AJD1134","S955942","S955941"
"AJD1135","18_76F","18_C6"
"AJD1136","18_76F","D518522"
"AJD1137","18_76F","18_C6"
